Question Number,Subject,Chapter,Image Path
134,Maths,Differential Equation,../Screenshots/Maths/Differential Equation\question_124.png
132,Maths,Differential Equation,../Screenshots/Maths/Differential Equation\question_132.png
142,Maths,Differential Equation,../Screenshots/Maths/Differential Equation\question_135.png
143,Maths,Differential Equation,../Screenshots/Maths/Differential Equation\question_136.png
144,Maths,Differential Equation,../Screenshots/Maths/Differential Equation\question_137.png
145,Maths,Differential Equation,../Screenshots/Maths/Differential Equation\question_138.png
146,Maths,Differential Equation,../Screenshots/Maths/Differential Equation\question_139.png
147,Maths,Differential Equation,../Screenshots/Maths/Differential Equation\question_140.png
154,Maths,Differential Equation,../Screenshots/Maths/Differential Equation\question_148.png
155,Maths,Differential Equation,../Screenshots/Maths/Differential Equation\question_149.png
156,Maths,Differential Equation,../Screenshots/Maths/Differential Equation\question_150.png
157,Maths,Differential Equation,../Screenshots/Maths/Differential Equation\question_151.png
158,Maths,Differential Equation,../Screenshots/Maths/Differential Equation\question_152.png
166,Maths,Differential Equation,../Screenshots/Maths/Differential Equation\question_159.png
167,Maths,Differential Equation,../Screenshots/Maths/Differential Equation\question_160.png
168,Maths,Differential Equation,../Screenshots/Maths/Differential Equation\question_161.png
169,Maths,Differential Equation,../Screenshots/Maths/Differential Equation\question_162.png
170,Maths,Differential Equation,../Screenshots/Maths/Differential Equation\question_163.png
171,Maths,Differential Equation,../Screenshots/Maths/Differential Equation\question_164.png
178,Maths,Differential Equation,../Screenshots/Maths/Differential Equation\question_172.png
179,Maths,Differential Equation,../Screenshots/Maths/Differential Equation\question_173.png
180,Maths,Differential Equation,../Screenshots/Maths/Differential Equation\question_174.png
181,Maths,Differential Equation,../Screenshots/Maths/Differential Equation\question_175.png
182,Maths,Differential Equation,../Screenshots/Maths/Differential Equation\question_176.png
190,Maths,Differential Equation,../Screenshots/Maths/Differential Equation\question_183.png
191,Maths,Differential Equation,../Screenshots/Maths/Differential Equation\question_184.png
192,Maths,Differential Equation,../Screenshots/Maths/Differential Equation\question_185.png
193,Maths,Differential Equation,../Screenshots/Maths/Differential Equation\question_186.png
194,Maths,Differential Equation,../Screenshots/Maths/Differential Equation\question_187.png
195,Maths,Differential Equation,../Screenshots/Maths/Differential Equation\question_188.png
204,Maths,Differential Equation,../Screenshots/Maths/Differential Equation\question_196.png
205,Maths,Differential Equation,../Screenshots/Maths/Differential Equation\question_197.png
206,Maths,Differential Equation,../Screenshots/Maths/Differential Equation\question_198.png
207,Maths,Differential Equation,../Screenshots/Maths/Differential Equation\question_199.png
208,Maths,Differential Equation,../Screenshots/Maths/Differential Equation\question_200.png
209,Maths,Differential Equation,../Screenshots/Maths/Differential Equation\question_201.png
210,Maths,Differential Equation,../Screenshots/Maths/Differential Equation\question_202.png
216,Maths,Differential Equation,../Screenshots/Maths/Differential Equation\question_211.png
217,Maths,Differential Equation,../Screenshots/Maths/Differential Equation\question_212.png
218,Maths,Differential Equation,../Screenshots/Maths/Differential Equation\question_213.png
219,Maths,Differential Equation,../Screenshots/Maths/Differential Equation\question_214.png
225,Maths,Differential Equation,../Screenshots/Maths/Differential Equation\question_220.png
226,Maths,Differential Equation,../Screenshots/Maths/Differential Equation\question_221.png
227,Maths,Differential Equation,../Screenshots/Maths/Differential Equation\question_222.png
228,Maths,Differential Equation,../Screenshots/Maths/Differential Equation\question_223.png
238,Maths,Differential Equation,../Screenshots/Maths/Differential Equation\question_229.png
239,Maths,Differential Equation,../Screenshots/Maths/Differential Equation\question_232.png
240,Maths,Differential Equation,../Screenshots/Maths/Differential Equation\question_233.png
241,Maths,Differential Equation,../Screenshots/Maths/Differential Equation\question_234.png
242,Maths,Differential Equation,../Screenshots/Maths/Differential Equation\question_235.png
243,Maths,Differential Equation,../Screenshots/Maths/Differential Equation\question_236.png
250,Maths,Differential Equation,../Screenshots/Maths/Differential Equation\question_244.png
251,Maths,Differential Equation,../Screenshots/Maths/Differential Equation\question_245.png
252,Maths,Differential Equation,../Screenshots/Maths/Differential Equation\question_246.png
253,Maths,Differential Equation,../Screenshots/Maths/Differential Equation\question_247.png
254,Maths,Differential Equation,../Screenshots/Maths/Differential Equation\question_248.png
258,Maths,Differential Equation,../Screenshots/Maths/Differential Equation\question_255.png
259,Maths,Differential Equation,../Screenshots/Maths/Differential Equation\question_256.png
260,Maths,Differential Equation,../Screenshots/Maths/Differential Equation\question_260.png
267,Maths,Differential Equation,../Screenshots/Maths/Differential Equation\question_261.png
268,Maths,Differential Equation,../Screenshots/Maths/Differential Equation\question_262.png
269,Maths,Differential Equation,../Screenshots/Maths/Differential Equation\question_263.png
276,Maths,Differential Equation,../Screenshots/Maths/Differential Equation\question_270.png
277,Maths,Differential Equation,../Screenshots/Maths/Differential Equation\question_271.png
278,Maths,Differential Equation,../Screenshots/Maths/Differential Equation\question_272.png
279,Maths,Differential Equation,../Screenshots/Maths/Differential Equation\question_273.png
280,Maths,Differential Equation,../Screenshots/Maths/Differential Equation\question_274.png
286,Maths,Differential Equation,../Screenshots/Maths/Differential Equation\question_281.png
287,Maths,Differential Equation,../Screenshots/Maths/Differential Equation\question_282.png
288,Maths,Differential Equation,../Screenshots/Maths/Differential Equation\question_283.png
289,Maths,Differential Equation,../Screenshots/Maths/Differential Equation\question_284.png
294,Maths,Differential Equation,../Screenshots/Maths/Differential Equation\question_290.png
295,Maths,Differential Equation,../Screenshots/Maths/Differential Equation\question_291.png
296,Maths,Differential Equation,../Screenshots/Maths/Differential Equation\question_292.png
301,Maths,Differential Equation,../Screenshots/Maths/Differential Equation\question_297.png
302,Maths,Differential Equation,../Screenshots/Maths/Differential Equation\question_298.png
303,Maths,Differential Equation,../Screenshots/Maths/Differential Equation\question_299.png
309,Maths,Differential Equation,../Screenshots/Maths/Differential Equation\question_304.png
310,Maths,Differential Equation,../Screenshots/Maths/Differential Equation\question_305.png
311,Maths,Differential Equation,../Screenshots/Maths/Differential Equation\question_306.png
312,Maths,Differential Equation,../Screenshots/Maths/Differential Equation\question_307.png
318,Maths,Differential Equation,../Screenshots/Maths/Differential Equation\question_313.png
319,Maths,Differential Equation,../Screenshots/Maths/Differential Equation\question_314.png
320,Maths,Differential Equation,../Screenshots/Maths/Differential Equation\question_315.png
321,Maths,Differential Equation,../Screenshots/Maths/Differential Equation\question_316.png
329,Maths,Differential Equation,../Screenshots/Maths/Differential Equation\question_322.png
330,Maths,Differential Equation,../Screenshots/Maths/Differential Equation\question_323.png
331,Maths,Differential Equation,../Screenshots/Maths/Differential Equation\question_324.png
332,Maths,Differential Equation,../Screenshots/Maths/Differential Equation\question_325.png
333,Maths,Differential Equation,../Screenshots/Maths/Differential Equation\question_326.png
334,Maths,Differential Equation,../Screenshots/Maths/Differential Equation\question_327.png
11,Maths,Ellipse,../Screenshots/Maths/Ellipse\question_1.png
12,Maths,Ellipse,../Screenshots/Maths/Ellipse\question_2.png
13,Maths,Ellipse,../Screenshots/Maths/Ellipse\question_4.png
14,Maths,Ellipse,../Screenshots/Maths/Ellipse\question_5.png
15,Maths,Ellipse,../Screenshots/Maths/Ellipse\question_6.png
16,Maths,Ellipse,../Screenshots/Maths/Ellipse\question_7.png
17,Maths,Ellipse,../Screenshots/Maths/Ellipse\question_8.png
18,Maths,Ellipse,../Screenshots/Maths/Ellipse\question_9.png
25,Maths,Ellipse,../Screenshots/Maths/Ellipse\question_19.png
26,Maths,Ellipse,../Screenshots/Maths/Ellipse\question_20.png
27,Maths,Ellipse,../Screenshots/Maths/Ellipse\question_21.png
28,Maths,Ellipse,../Screenshots/Maths/Ellipse\question_22.png
29,Maths,Ellipse,../Screenshots/Maths/Ellipse\question_23.png
39,Maths,Ellipse,../Screenshots/Maths/Ellipse\question_30.png
40,Maths,Ellipse,../Screenshots/Maths/Ellipse\question_31.png
41,Maths,Ellipse,../Screenshots/Maths/Ellipse\question_32.png
42,Maths,Ellipse,../Screenshots/Maths/Ellipse\question_33.png
43,Maths,Ellipse,../Screenshots/Maths/Ellipse\question_34.png
44,Maths,Ellipse,../Screenshots/Maths/Ellipse\question_35.png
45,Maths,Ellipse,../Screenshots/Maths/Ellipse\question_36.png
46,Maths,Ellipse,../Screenshots/Maths/Ellipse\question_37.png
51,Maths,Ellipse,../Screenshots/Maths/Ellipse\question_47.png
52,Maths,Ellipse,../Screenshots/Maths/Ellipse\question_48.png
53,Maths,Ellipse,../Screenshots/Maths/Ellipse\question_49.png
50,Maths,Ellipse,../Screenshots/Maths/Ellipse\question_50.png
59,Maths,Ellipse,../Screenshots/Maths/Ellipse\question_54.png
60,Maths,Ellipse,../Screenshots/Maths/Ellipse\question_55.png
61,Maths,Ellipse,../Screenshots/Maths/Ellipse\question_56.png
62,Maths,Ellipse,../Screenshots/Maths/Ellipse\question_57.png
75,Maths,Ellipse,../Screenshots/Maths/Ellipse\question_63.png
76,Maths,Ellipse,../Screenshots/Maths/Ellipse\question_64.png
77,Maths,Ellipse,../Screenshots/Maths/Ellipse\question_65.png
78,Maths,Ellipse,../Screenshots/Maths/Ellipse\question_66.png
79,Maths,Ellipse,../Screenshots/Maths/Ellipse\question_67.png
80,Maths,Ellipse,../Screenshots/Maths/Ellipse\question_68.png
81,Maths,Ellipse,../Screenshots/Maths/Ellipse\question_69.png
82,Maths,Ellipse,../Screenshots/Maths/Ellipse\question_70.png
83,Maths,Ellipse,../Screenshots/Maths/Ellipse\question_71.png
84,Maths,Ellipse,../Screenshots/Maths/Ellipse\question_72.png
85,Maths,Ellipse,../Screenshots/Maths/Ellipse\question_73.png
95,Maths,Ellipse,../Screenshots/Maths/Ellipse\question_86.png
96,Maths,Ellipse,../Screenshots/Maths/Ellipse\question_87.png
97,Maths,Ellipse,../Screenshots/Maths/Ellipse\question_88.png
98,Maths,Ellipse,../Screenshots/Maths/Ellipse\question_89.png
99,Maths,Ellipse,../Screenshots/Maths/Ellipse\question_90.png
100,Maths,Ellipse,../Screenshots/Maths/Ellipse\question_91.png
101,Maths,Ellipse,../Screenshots/Maths/Ellipse\question_92.png
102,Maths,Ellipse,../Screenshots/Maths/Ellipse\question_93.png
105,Maths,Ellipse,../Screenshots/Maths/Ellipse\question_103.png
116,Maths,Ellipse,../Screenshots/Maths/Ellipse\question_106.png
117,Maths,Ellipse,../Screenshots/Maths/Ellipse\question_107.png
118,Maths,Ellipse,../Screenshots/Maths/Ellipse\question_109.png
119,Maths,Ellipse,../Screenshots/Maths/Ellipse\question_110.png
120,Maths,Ellipse,../Screenshots/Maths/Ellipse\question_111.png
121,Maths,Ellipse,../Screenshots/Maths/Ellipse\question_112.png
122,Maths,Ellipse,../Screenshots/Maths/Ellipse\question_113.png
123,Maths,Ellipse,../Screenshots/Maths/Ellipse\question_114.png
129,Maths,Ellipse,../Screenshots/Maths/Ellipse\question_124.png
130,Maths,Ellipse,../Screenshots/Maths/Ellipse\question_125.png
131,Maths,Ellipse,../Screenshots/Maths/Ellipse\question_126.png
132,Maths,Ellipse,../Screenshots/Maths/Ellipse\question_127.png
141,Maths,Ellipse,../Screenshots/Maths/Ellipse\question_133.png
142,Maths,Ellipse,../Screenshots/Maths/Ellipse\question_134.png
143,Maths,Ellipse,../Screenshots/Maths/Ellipse\question_135.png
144,Maths,Ellipse,../Screenshots/Maths/Ellipse\question_136.png
145,Maths,Ellipse,../Screenshots/Maths/Ellipse\question_137.png
146,Maths,Ellipse,../Screenshots/Maths/Ellipse\question_138.png
147,Maths,Ellipse,../Screenshots/Maths/Ellipse\question_139.png
151,Maths,Ellipse,../Screenshots/Maths/Ellipse\question_148.png
152,Maths,Ellipse,../Screenshots/Maths/Ellipse\question_149.png
150,Maths,Ellipse,../Screenshots/Maths/Ellipse\question_150.png
161,Maths,Ellipse,../Screenshots/Maths/Ellipse\question_153.png
162,Maths,Ellipse,../Screenshots/Maths/Ellipse\question_154.png
163,Maths,Ellipse,../Screenshots/Maths/Ellipse\question_156.png
164,Maths,Ellipse,../Screenshots/Maths/Ellipse\question_157.png
165,Maths,Ellipse,../Screenshots/Maths/Ellipse\question_158.png
166,Maths,Ellipse,../Screenshots/Maths/Ellipse\question_159.png
172,Maths,Ellipse,../Screenshots/Maths/Ellipse\question_167.png
173,Maths,Ellipse,../Screenshots/Maths/Ellipse\question_168.png
174,Maths,Ellipse,../Screenshots/Maths/Ellipse\question_169.png
175,Maths,Ellipse,../Screenshots/Maths/Ellipse\question_170.png
178,Maths,Ellipse,../Screenshots/Maths/Ellipse\question_176.png
177,Maths,Ellipse,../Screenshots/Maths/Ellipse\question_177.png
9,Maths,Functions,../Screenshots/Maths/Functions\question_1.png
10,Maths,Functions,../Screenshots/Maths/Functions\question_2.png
11,Maths,Functions,../Screenshots/Maths/Functions\question_3.png
12,Maths,Functions,../Screenshots/Maths/Functions\question_4.png
13,Maths,Functions,../Screenshots/Maths/Functions\question_5.png
14,Maths,Functions,../Screenshots/Maths/Functions\question_6.png
15,Maths,Functions,../Screenshots/Maths/Functions\question_7.png
21,Maths,Functions,../Screenshots/Maths/Functions\question_16.png
22,Maths,Functions,../Screenshots/Maths/Functions\question_17.png
23,Maths,Functions,../Screenshots/Maths/Functions\question_19.png
32,Maths,Functions,../Screenshots/Maths/Functions\question_24.png
33,Maths,Functions,../Screenshots/Maths/Functions\question_25.png
34,Maths,Functions,../Screenshots/Maths/Functions\question_26.png
35,Maths,Functions,../Screenshots/Maths/Functions\question_27.png
36,Maths,Functions,../Screenshots/Maths/Functions\question_28.png
37,Maths,Functions,../Screenshots/Maths/Functions\question_29.png
38,Maths,Functions,../Screenshots/Maths/Functions\question_30.png
46,Maths,Functions,../Screenshots/Maths/Functions\question_39.png
47,Maths,Functions,../Screenshots/Maths/Functions\question_40.png
48,Maths,Functions,../Screenshots/Maths/Functions\question_41.png
49,Maths,Functions,../Screenshots/Maths/Functions\question_42.png
50,Maths,Functions,../Screenshots/Maths/Functions\question_43.png
51,Maths,Functions,../Screenshots/Maths/Functions\question_44.png
60,Maths,Functions,../Screenshots/Maths/Functions\question_52.png
61,Maths,Functions,../Screenshots/Maths/Functions\question_53.png
62,Maths,Functions,../Screenshots/Maths/Functions\question_54.png
63,Maths,Functions,../Screenshots/Maths/Functions\question_55.png
64,Maths,Functions,../Screenshots/Maths/Functions\question_56.png
65,Maths,Functions,../Screenshots/Maths/Functions\question_57.png
66,Maths,Functions,../Screenshots/Maths/Functions\question_58.png
73,Maths,Functions,../Screenshots/Maths/Functions\question_67.png
74,Maths,Functions,../Screenshots/Maths/Functions\question_68.png
75,Maths,Functions,../Screenshots/Maths/Functions\question_69.png
76,Maths,Functions,../Screenshots/Maths/Functions\question_70.png
77,Maths,Functions,../Screenshots/Maths/Functions\question_71.png
82,Maths,Functions,../Screenshots/Maths/Functions\question_78.png
83,Maths,Functions,../Screenshots/Maths/Functions\question_79.png
84,Maths,Functions,../Screenshots/Maths/Functions\question_80.png
90,Maths,Functions,../Screenshots/Maths/Functions\question_85.png
91,Maths,Functions,../Screenshots/Maths/Functions\question_86.png
92,Maths,Functions,../Screenshots/Maths/Functions\question_87.png
93,Maths,Functions,../Screenshots/Maths/Functions\question_88.png
101,Maths,Functions,../Screenshots/Maths/Functions\question_94.png
102,Maths,Functions,../Screenshots/Maths/Functions\question_95.png
103,Maths,Functions,../Screenshots/Maths/Functions\question_96.png
104,Maths,Functions,../Screenshots/Maths/Functions\question_97.png
105,Maths,Functions,../Screenshots/Maths/Functions\question_98.png
106,Maths,Functions,../Screenshots/Maths/Functions\question_99.png
116,Maths,Functions,../Screenshots/Maths/Functions\question_107.png
117,Maths,Functions,../Screenshots/Maths/Functions\question_108.png
118,Maths,Functions,../Screenshots/Maths/Functions\question_109.png
119,Maths,Functions,../Screenshots/Maths/Functions\question_110.png
120,Maths,Functions,../Screenshots/Maths/Functions\question_111.png
121,Maths,Functions,../Screenshots/Maths/Functions\question_112.png
122,Maths,Functions,../Screenshots/Maths/Functions\question_113.png
123,Maths,Functions,../Screenshots/Maths/Functions\question_114.png
133,Maths,Functions,../Screenshots/Maths/Functions\question_124.png
134,Maths,Functions,../Screenshots/Maths/Functions\question_125.png
135,Maths,Functions,../Screenshots/Maths/Functions\question_126.png
136,Maths,Functions,../Screenshots/Maths/Functions\question_127.png
